Guid	Url	Answer	ExtractAnnotation	TargetVariableJson	AnswerJson	ConditionsJson
aa7315c2-6ddd-11ea-aed5-ccda262736ce	https://socratic.org/questions/what-is-the-percent-by-mass-of-kbr-if-58-2-grams-are-dissolved-in-344-grams-of-w	14.47%	start physical_unit 7 7 mass_percent none qc_end physical_unit 7 7 9 10 mass qc_end physical_unit 17 17 14 15 mass qc_end end	[{"type":"physical unit","value":"Percent by mass [OF] KBr in solution"}]	[{"type":"physical unit","value":"14.47%"}]	[{"type":"physical unit","value":"Mass [OF] KBr [=] \\pu{58.2 grams}"},{"type":"physical unit","value":"Mass [OF] water [=] \\pu{344 grams}"}]
aac98883-6ddd-11ea-aac4-ccda262736ce	https://socratic.org/questions/how-do-you-complete-the-equation-mg-oh-2-s-2hcl-aq-aq-2h-2o-l	Mg(OH)2(s) + 2 HCl(aq) -> MgCl2(aq) + 2 H2O(l)	start chemical_equation qc_end chemical_equation 6 14 qc_end end	[{"type":"other","value":"Chemical Equation [OF] the equation"}]	[{"type":"chemical equation","value":"Mg(OH)2(s) + 2 HCl(aq) -> MgCl2(aq) + 2 H2O(l)"}]	[{"type":"chemical equation","value":"Mg(OH)2(s) + 2 HCl(aq) -> _(aq) + 2 H2O(l)"}]
a8fe4df4-6ddd-11ea-996d-ccda262736ce	https://socratic.org/questions/what-is-the-molality-of-a-solution-prepared-by-dissolving-150-0-g-c-6h-12o-6-in-	1.39 M	start physical_unit 5 6 molality mol/l qc_end physical_unit 12 12 10 11 mass qc_end physical_unit 16 16 14 15 mass qc_end end	[{"type":"physical unit","value":"Molality [OF] a solution [IN] M"}]	[{"type":"physical unit","value":"1.39 M"}]	[{"type":"physical unit","value":"Mass [OF] C6H12O6 [=] \\pu{150.0 g}"},{"type":"physical unit","value":"Mass [OF] H2O [=] \\pu{600.0 g}"}]
a845405e-6ddd-11ea-9798-ccda262736ce	https://socratic.org/questions/what-is-the-empirical-formula-for-a-compound-containing-38-8-g-carbon-16-2-g-hyd	NCH5	start chemical_formula qc_end end	[{"type":"other","value":"Chemical Formula [OF] a compound [IN] empirical"}]	[{"type":"chemical equation","value":"NCH5"}]	[{"type":"physical unit","value":"mass [OF] carbon in compound [=] \\pu{38.8 g}"},{"type":"physical unit","value":"mass [OF] hydrogen in compound [=] \\pu{16.2 g}"},{"type":"physical unit","value":"mass [OF]  nitrogen in compound [=] \\pu{45.1 g}"}]
a85c1a68-6ddd-11ea-b108-ccda262736ce	https://socratic.org/questions/a-farmer-has-100-gallons-of-70-pure-disinfectant-he-wishes-to-mix-it-with-the-di	33.3 L	start physical_unit 8 8 volume l qc_end physical_unit 8 8 3 4 volume qc_end physical_unit 8 8 6 6 percent qc_end physical_unit 8 8 19 19 percent qc_end physical_unit 8 8 23 23 percent qc_end end	[{"type":"physical unit","value":"Volume2 [OF] disinfectant [IN] L"}]	[{"type":"physical unit","value":"33.3 L"}]	[{"type":"physical unit","value":"Volume1 [OF] disinfectant [=] \\pu{100 gallons}"},{"type":"physical unit","value":"Percent1 [OF] disinfectant in solution [=] \\pu{70%}"},{"type":"physical unit","value":"Percent2 [OF] disinfectant in solution [=] \\pu{90%}"},{"type":"physical unit","value":"Percent3 [OF] disinfectant in solution [=] \\pu{75%}"}]
a9af5192-6ddd-11ea-9c51-ccda262736ce	https://socratic.org/questions/solid-arsenic-reacts-with-oxygen-gas-to-synthesize-solid-arsenic-trioxide-how-ma	2.26 moles	start physical_unit 9 10 mole mol qc_end physical_unit 4 5 21 22 mole qc_end substance 0 1 qc_end end	[{"type":"physical unit","value":"Mole [OF] arsenic trioxide [IN] moles"}]	[{"type":"physical unit","value":"2.26 moles"}]	[{"type":"physical unit","value":"Mole [OF] oxygen gas [=] \\pu{3.4 moles}"},{"type":"substance name","value":"Solid arsenic"}]
aa7e1294-6ddd-11ea-b36b-ccda262736ce	https://socratic.org/questions/when-1942-j-of-heat-energy-is-added-to-47-4-g-of-ethanol-c-2h-6o-the-temperature	112.90 J/(mol * ℃)	start physical_unit 13 13 molar_heat j/(mol_·_°c) qc_end physical_unit 13 13 1 2 heat_energy qc_end physical_unit 13 13 9 10 mass qc_end physical_unit 13 13 18 19 temperature qc_end end	[{"type":"physical unit","value":"Molar heat capacity [OF] C2H6O [IN] J/(mol * ℃)"}]	[{"type":"physical unit","value":"112.90 J/(mol * ℃)"}]	[{"type":"physical unit","value":"Added heat energy [OF] C2H6O [=] \\pu{1942 J}"},{"type":"physical unit","value":"Mass [OF] C2H6O [=] \\pu{47.4 g}"},{"type":"physical unit","value":"Increased temperature [OF] C2H6O [=] \\pu{16.7 ℃}"}]
a8f6bd06-6ddd-11ea-b428-ccda262736ce	https://socratic.org/questions/5997244911ef6b367b8c251f	1.20   x  10^22	start physical_unit 2 2 number none qc_end physical_unit 7 10 14 15 volume qc_end c_other STP qc_end end	[{"type":"physical unit","value":"Number [OF] electrons"}]	[{"type":"physical unit","value":"1.20   x  10^22"}]	[{"type":"physical unit","value":"Volume [OF] dioxygen gas sample [=] \\pu{0.448 L}"},{"type":"other","value":"STP"}]
ab27b3ca-6ddd-11ea-8ad2-ccda262736ce	https://socratic.org/questions/chlorine-reacts-with-hot-sodium-hydroxide-solution-a-sample-of-a-compound-formed	NaClO3	start chemical_formula qc_end physical_unit 23 24 20 21 mass qc_end physical_unit 28 29 25 26 mass qc_end physical_unit 34 35 31 32 mass qc_end substance 0 0 qc_end substance 4 6 qc_end end	[{"type":"other","value":"Chemical Formula [OF] the compound [IN] empirical"}]	[{"type":"chemical equation","value":"NaClO3"}]	[{"type":"physical unit","value":"Mass [OF] sodium atoms [=] \\pu{10.8 g}"},{"type":"physical unit","value":"Mass [OF] chlorine atoms [=] \\pu{16.7 g}"},{"type":"physical unit","value":"Mass [OF] oxygen atoms [=] \\pu{22.5 g}"},{"type":"substance name","value":"Chlorine"},{"type":"substance name","value":"Sodium hydroxide solution"}]
ac3d28cc-6ddd-11ea-8f2f-ccda262736ce	https://socratic.org/questions/niacin-c-6nh-5o-2-reacts-with-o-2-to-produce-co-2-h-2o-and-no-2-how-would-you-wr	4 C6NH5O2 + 29 O2 -> 24 CO2 + 10 H2O + 4 NO2	start chemical_equation qc_end chemical_equation 1 1 qc_end chemical_equation 4 4 qc_end chemical_equation 7 7 qc_end chemical_equation 8 8 qc_end chemical_equation 10 10 qc_end end	[{"type":"other","value":"Chemical Equation [OF] this reaction"}]	[{"type":"chemical equation","value":"4 C6NH5O2 + 29 O2 -> 24 CO2 + 10 H2O + 4 NO2"}]	[{"type":"chemical equation","value":"C6NH5O2"},{"type":"chemical equation","value":"O2"},{"type":"chemical equation","value":"CO2"},{"type":"chemical equation","value":"H2O"},{"type":"chemical equation","value":"NO2"}]
aa8676c0-6ddd-11ea-a995-ccda262736ce	https://socratic.org/questions/what-is-the-equilibrium-constant-at-2000-c-for-the-reaction-n2-g-o2-g-2no-g-is-4	3.62 mol/L	start physical_unit 5 5 equilibrium_concentration mol/l qc_end physical_unit 11 11 13 13 equilibrium_concentration qc_end physical_unit 17 17 19 20 equilibrium_concentration qc_end physical_unit 28 29 37 39 equilibrium_constant_k qc_end physical_unit 28 29 25 26 temperature qc_end chemical_equation 30 35 qc_end end	[{"type":"physical unit","value":"Equilibrium concentration [OF] NO [IN] mol/L"}]	[{"type":"physical unit","value":"3.62 mol/L"}]	[{"type":"physical unit","value":"Equilibrium concentration [OF] N2 [=] \\pu{0.036mol/L}"},{"type":"physical unit","value":"Equilibrium concentration [OF] O2 [=] \\pu{0.0089 mol/L}"},{"type":"physical unit","value":"Equilibrium constant [OF] the reaction [=] \\pu{4.1 × 10^4}"},{"type":"physical unit","value":"Temperature [OF] the reaction [=] \\pu{2000 ℃}"},{"type":"chemical equation","value":"N2(g) + O2(g) -> 2 NO(g)"}]
ac8b66be-6ddd-11ea-8473-ccda262736ce	https://socratic.org/questions/a-sample-of-sulfur-hexafluoride-gas-occupies-8-62-l-at-221-degrees-celsius-assum	-123.57 Celsius	start physical_unit 1 5 temperature °c qc_end physical_unit 1 5 7 8 volume qc_end physical_unit 1 5 10 12 temperature qc_end physical_unit 1 5 30 31 volume qc_end c_other OTHER qc_end end	[{"type":"physical unit","value":"Temperature2 [OF] sulfur hexafluoride gas sample [IN] Celsius"}]	[{"type":"physical unit","value":"-123.57 Celsius"}]	[{"type":"physical unit","value":"Volume1 [OF] sulfur hexafluoride gas sample [=] \\pu{8.62 L}"},{"type":"physical unit","value":"Temperature1 [OF] sulfur hexafluoride gas sample [=] \\pu{221 degrees Celsius}"},{"type":"physical unit","value":"Volume2 [OF] sulfur hexafluoride gas sample [=] \\pu{2.61 L}"},{"type":"other","value":"Assuming that the pressure remains constant."}]
aa98edb4-6ddd-11ea-8e67-ccda262736ce	https://socratic.org/questions/what-is-the-amount-of-energy-needed-to-heat-55-0-g-of-from-45-c-to-67-c	5.83 kJ	start physical_unit 12 12 energy kj qc_end physical_unit 12 12 9 10 mass qc_end physical_unit 12 12 14 15 temperature qc_end physical_unit 12 12 17 18 temperature qc_end end	[{"type":"physical unit","value":"Needed energy [OF] water [IN] kJ"}]	[{"type":"physical unit","value":"5.83 kJ"}]	[{"type":"physical unit","value":"Mass [OF] water [=] \\pu{55.0 g}"},{"type":"physical unit","value":"Temperature1 [OF] water [=] \\pu{45 ℃}"},{"type":"physical unit","value":"Temperature2 [OF] water [=] \\pu{67 ℃}"}]
a9b1ed22-6ddd-11ea-9f42-ccda262736ce	https://socratic.org/questions/580052b17c01495a8ef9cf2a	ClO3- + 3 SO2(g) + 6 OH- -> 3 SO4^2- + Cl- + 3 H2O	start chemical_equation qc_end chemical_equation 10 10 qc_end chemical_equation 12 12 qc_end chemical_equation 15 15 qc_end chemical_equation 17 17 qc_end end	[{"type":"other","value":"Chemical Equation [OF] the redox reaction"}]	[{"type":"chemical equation","value":"ClO3- + 3 SO2(g) + 6 OH- -> 3 SO4^2- + Cl- + 3 H2O"}]	[{"type":"chemical equation","value":"ClO3-"},{"type":"chemical equation","value":"SO2(g)"},{"type":"chemical equation","value":"Cl-"},{"type":"chemical equation","value":"SO4^2-"}]
ab2d595e-6ddd-11ea-a116-ccda262736ce	https://socratic.org/questions/when-2211-j-of-heat-energy-is-added-to-47-7-g-of-ethanol-c-2h-6o-the-temperature	113.03 J/(mol * ℃)	start physical_unit 13 13 molar_heat j/(mol_·_°c) qc_end physical_unit 13 13 1 2 heat_energy qc_end physical_unit 13 13 9 10 mass qc_end physical_unit 13 13 18 19 temperature qc_end end	[{"type":"physical unit","value":"Molar heat capacity [OF] C2H6O [IN] J/(mol * ℃)"}]	[{"type":"physical unit","value":"113.03 J/(mol * ℃)"}]	[{"type":"physical unit","value":"Added heat energy [OF] C2H6O [=] \\pu{2211 J}"},{"type":"physical unit","value":"Mass [OF] C2H6O [=] \\pu{47.7 g}"},{"type":"physical unit","value":"Increased temperature [OF] C2H6O [=] \\pu{18.9 ℃}"}]
a86367ec-6ddd-11ea-8022-ccda262736ce	https://socratic.org/questions/a-closed-food-jar-has-a-fixed-volume-at-stp-what-would-the-new-pressure-be-at-45	318 kPa	start physical_unit 1 3 pressure kpa qc_end physical_unit 1 3 17 18 temperature qc_end c_other STP qc_end c_other OTHER qc_end end	[{"type":"physical unit","value":"pressure2 [OF] closed food jar [IN] kPa"}]	[{"type":"physical unit","value":"318 kPa"}]	[{"type":"physical unit","value":"Temperature2 [OF] closed food jar [=] \\pu{45 ℃}"},{"type":"other","value":"STP"},{"type":"other","value":"A closed food jar has a fixed volume."}]
abdd9af0-6ddd-11ea-9b3f-ccda262736ce	https://socratic.org/questions/how-would-you-balance-this-chemical-equation-2sb-i-2-2sbi-3	2 Sb + 3 I2 -> 2 SbI3	start chemical_equation qc_end chemical_equation 7 13 qc_end end	[{"type":"other","value":"Chemical Equation [OF] this chemical equation"}]	[{"type":"chemical equation","value":"2 Sb + 3 I2 -> 2 SbI3"}]	[{"type":"chemical equation","value":"2 Sb + I2 -> 2 SbI3"}]
abff1f5c-6ddd-11ea-9f3b-ccda262736ce	https://socratic.org/questions/when-14-0-g-of-calcium-metal-is-reacted-with-water-5-00-g-of-calcium-hydroxide-i	19.3%	start physical_unit 27 28 percent_yield none qc_end physical_unit 4 5 1 2 mass qc_end physical_unit 13 14 10 11 mass qc_end chemical_equation 29 36 qc_end end	[{"type":"physical unit","value":"Percent yield [OF] the reaction"}]	[{"type":"physical unit","value":"19.3%"}]	[{"type":"physical unit","value":"Mass [OF] calcium metal [=] \\pu{14.0 g}"},{"type":"physical unit","value":"Mass [OF] calcium hydroxide [=] \\pu{5.00 g}"},{"type":"chemical equation","value":"Ca(s) + 2 H2O(l) -> Ca(OH)2(aq) + H2(g)"}]
a8fa39d8-6ddd-11ea-988a-ccda262736ce	https://socratic.org/questions/how-much-heat-is-needed-to-raise-the-temperature-of-5-58-kilograms-of-iron-from-	2.46 × 10^9 J	start physical_unit 13 13 heat_energy j qc_end physical_unit 13 13 10 11 mass qc_end physical_unit 13 13 15 16 temperature qc_end physical_unit 13 13 18 19 temperature qc_end physical_unit 13 13 26 29 specific_heat qc_end end	[{"type":"physical unit","value":"Needed heat [OF] iron [IN] J"}]	[{"type":"physical unit","value":"2.46 × 10^9 J"}]	[{"type":"physical unit","value":"Mass [OF] iron [=] \\pu{5.58 kilograms}"},{"type":"physical unit","value":"Temperature1 [OF] iron [=] \\pu{20.0 ℃}"},{"type":"physical unit","value":"Temperature2 [OF] iron [=] \\pu{1000.0 ℃}"},{"type":"physical unit","value":"Specific heat [OF] iron [=] \\pu{450,000 J/(kg * ℃)}"}]
a8c050f5-6ddd-11ea-afd1-ccda262736ce	https://socratic.org/questions/how-many-moles-of-sodium-peroxide-are-needed-to-produce-1-00-mol-sodium-hydroxid	0.50 moles	start physical_unit 4 5 mole mol qc_end physical_unit 12 13 10 11 mole qc_end end	[{"type":"physical unit","value":"Mole [OF] sodium peroxide [IN] moles"}]	[{"type":"physical unit","value":"0.50 moles"}]	[{"type":"physical unit","value":"Mole [OF] sodium hydroxide [=] \\pu{1.00 mol}"}]
aad203ed-6ddd-11ea-a69b-ccda262736ce	https://socratic.org/questions/what-volume-in-l-of-a-3-95-m-potassium-chloride-kcl-solution-would-be-needed-to-	0.23 L	start physical_unit 11 11 volume l qc_end physical_unit 10 10 6 7 molarity qc_end physical_unit 10 10 21 22 molarity qc_end physical_unit 11 11 17 18 volume qc_end end	[{"type":"physical unit","value":"Volume2 [OF] KCl solution [IN] L"}]	[{"type":"physical unit","value":"0.23 L"}]	[{"type":"physical unit","value":"Molarity2 [OF] KCl solution [=] \\pu{3.95 M}"},{"type":"physical unit","value":"Molarity1 [OF] KCl solution [=] \\pu{2.76 M}"},{"type":"physical unit","value":"Volume1 [OF] KCl solution [=] \\pu{325 mL }"}]
aae651c9-6ddd-11ea-b8e4-ccda262736ce	https://socratic.org/questions/what-is-the-ph-of-a-025-m-hcl-solution	1.60	start physical_unit 8 9 ph none qc_end physical_unit 8 9 6 7 molarity qc_end end	[{"type":"physical unit","value":"pH [OF] HCl solution"}]	[{"type":"physical unit","value":"1.60"}]	[{"type":"physical unit","value":"Molarity [OF] HCl solution [=] \\pu{0.025 M}"}]
abe47e15-6ddd-11ea-a34f-ccda262736ce	https://socratic.org/questions/how-much-energy-is-needed-to-vaporize-0-22-kg-of-water	496 kJ	start physical_unit 10 10 energy kj qc_end physical_unit 10 10 7 8 mass qc_end c_other vaporize qc_end end	[{"type":"physical unit","value":"Needed energy [OF] water [IN] kJ"}]	[{"type":"physical unit","value":"496 kJ"}]	[{"type":"physical unit","value":"Mass [OF] water [=] \\pu{0.22 kg}"},{"type":"other","value":"vaporize"}]
a9b151d5-6ddd-11ea-81ed-ccda262736ce	https://socratic.org/questions/what-is-the-molar-mass-of-sodium-carbonate-na2co3	105.99 g/mol	start physical_unit 8 8 molar_mass g/mol qc_end chemical_equation 8 8 qc_end end	[{"type":"physical unit","value":"Molar mass [OF] Na2CO3 [IN] g/mol"}]	[{"type":"physical unit","value":"105.99 g/mol"}]	[{"type":"chemical equation","value":"Na2CO3"}]
acf50e0e-6ddd-11ea-9b36-ccda262736ce	https://socratic.org/questions/what-is-the-mole-fraction-of-na2so4-in-a-solution-which-is-11-5-by-weight-na2so4	0.02	start physical_unit 6 7 mole_fraction none qc_end physical_unit 6 7 12 12 mass_percent qc_end end	[{"type":"physical unit","value":"Mole fraction [OF] Na2SO4 in solution"}]	[{"type":"physical unit","value":"0.02"}]	[{"type":"physical unit","value":"Percent by weight [OF] Na2SO4 in solution [=] \\pu{11.5%}"}]
aa7d27d1-6ddd-11ea-bffd-ccda262736ce	https://socratic.org/questions/if-you-have-a-gas-with-an-initial-pressure-of-5-atm-and-it-occupies-a-volume-of-	3.85 atm	start physical_unit 34 35 pressure atm qc_end physical_unit 34 35 18 19 volume qc_end physical_unit 34 35 10 11 pressure qc_end physical_unit 34 35 26 27 volume qc_end end	[{"type":"physical unit","value":"Pressure2 [OF] the gas [IN] atm"}]	[{"type":"physical unit","value":"3.85 atm"}]	[{"type":"physical unit","value":"Volume1 [OF] the gas [=] \\pu{10 L}"},{"type":"physical unit","value":"Pressure1 [OF] the gas [=] \\pu{5 atm}"},{"type":"physical unit","value":"Volume2 [OF] the gas [=] \\pu{13 L}"}]
a9414b52-6ddd-11ea-83f3-ccda262736ce	https://socratic.org/questions/what-is-the-chemical-formula-for-the-compound-formed-between-chromium-vi-and-iod	CrI6	start chemical_formula qc_end substance 10 10 qc_end substance 12 12 qc_end end	[{"type":"other","value":"Chemical Formula [OF] the compound [IN] default"}]	[{"type":"chemical equation","value":"CrI6"}]	[{"type":"substance name","value":"Chromium(VI)"},{"type":"substance name","value":"Iodine"}]
ab2f0675-6ddd-11ea-a167-ccda262736ce	https://socratic.org/questions/what-mass-of-ethanol-c-2h-5oh-l-must-be-burned-to-supply-500-0-kj-of-heat	16.95 g	start physical_unit 4 4 mass g qc_end physical_unit 4 4 10 11 heat_energy qc_end end	[{"type":"physical unit","value":"Mass [OF] C2H5OH(l) [IN] g"}]	[{"type":"physical unit","value":"16.95 g"}]	[{"type":"physical unit","value":"Supplied heat [OF] C2H5OH(l) [=] \\pu{500.0 kJ}"}]
aaec6cae-6ddd-11ea-a612-ccda262736ce	https://socratic.org/questions/what-is-the-number-of-oxygen-atoms-in-al-2-so-4-3	12	start physical_unit 5 6 number none qc_end chemical_equation 8 8 qc_end end	[{"type":"physical unit","value":"Number [OF] oxygen atoms"}]	[{"type":"physical unit","value":"12"}]	[{"type":"chemical equation","value":"Al2(SO4)3"}]
abddc29a-6ddd-11ea-b491-ccda262736ce	https://socratic.org/questions/how-many-grams-would-you-weigh-out-on-an-electronic-balance-if-a-reaction-requir	103.5 grams	start physical_unit 18 19 mass g qc_end physical_unit 18 19 15 16 mole qc_end end	[{"type":"physical unit","value":"Weight [OF] lithium oxide [IN] grams"}]	[{"type":"physical unit","value":"103.5 grams"}]	[{"type":"physical unit","value":"Mole [OF] lithium oxide [=] \\pu{4.5 moles}"}]
ac8ed599-6ddd-11ea-80f6-ccda262736ce	https://socratic.org/questions/a-gas-has-a-volume-of-350-ml-at-45-c-if-the-volume-changes-to-400-ml-what-is-the	28.13 ℃	start physical_unit 1 1 temperature °c qc_end physical_unit 1 1 6 7 volume qc_end physical_unit 1 1 9 10 temperature qc_end physical_unit 1 1 16 17 volume qc_end end	[{"type":"physical unit","value":"Temperature2 [OF] the gas [IN] ℃"}]	[{"type":"physical unit","value":"28.13 ℃"}]	[{"type":"physical unit","value":"Volume1 [OF] the gas [=] \\pu{350 mL}"},{"type":"physical unit","value":"Temperature1 [OF] the gas [=] \\pu{45 ℃}"},{"type":"physical unit","value":"Volume2 [OF] the gas [=] \\pu{400 mL}"}]
a9a3fbf7-6ddd-11ea-b57d-ccda262736ce	https://socratic.org/questions/how-many-joules-are-required-to-heat-15-2-g-of-water-at-35-c-to-70-c	2223.76 joules	start physical_unit 10 10 heat_energy j qc_end physical_unit 10 10 12 13 temperature qc_end physical_unit 10 10 15 16 temperature qc_end physical_unit 10 10 7 8 mass qc_end end	[{"type":"physical unit","value":"Required heat [OF] water [IN] joules"}]	[{"type":"physical unit","value":"2223.76 joules"}]	[{"type":"physical unit","value":"Temperature1 [OF] water [=] \\pu{35.0 ℃}"},{"type":"physical unit","value":"Temperature2 [OF] water [=] \\pu{70.0 ℃}"},{"type":"physical unit","value":"Mass [OF] water [=] \\pu{15.2 g}"}]
ac22443f-6ddd-11ea-8f5a-ccda262736ce	https://socratic.org/questions/a-2-0-liter-container-of-nitrogen-had-a-pressure-of-3-2-kpa-what-volume-would-be	6.40 L	start physical_unit 5 5 volume l qc_end physical_unit 5 5 1 2 volume qc_end physical_unit 5 5 10 11 pressure qc_end physical_unit 5 5 22 23 pressure qc_end end	[{"type":"physical unit","value":"Volume2 [OF] nitrogen [IN] L"}]	[{"type":"physical unit","value":"6.40 L"}]	[{"type":"physical unit","value":"Volume1 [OF] nitrogen [=] \\pu{2.0 liter}"},{"type":"physical unit","value":"Pressure1 [OF] nitrogen [=] \\pu{3.2 kPa}"},{"type":"physical unit","value":"Pressure2 [OF] nitrogen [=] \\pu{1.0 kPa}"}]
a8d70dd8-6ddd-11ea-b567-ccda262736ce	https://socratic.org/questions/59bbedd87c014966b0fe6e72	20 mL	start physical_unit 18 19 volume ml qc_end physical_unit 6 7 2 3 volume qc_end substance 10 11 qc_end end	[{"type":"physical unit","value":"Volume [OF] ammonia gas [IN] mL"}]	[{"type":"physical unit","value":"20 mL"}]	[{"type":"physical unit","value":"Volume [OF] nitrogen gas [=] \\pu{10 mL}"},{"type":"substance name","value":"Stoichiometric hydrogen"}]
a992238a-6ddd-11ea-a0c2-ccda262736ce	https://socratic.org/questions/what-is-the-mass-of-4-50-mol-fe	251.33 g	start physical_unit 7 7 mass g qc_end physical_unit 7 7 5 6 mole qc_end end	[{"type":"physical unit","value":"Mass [OF] Fe [IN] g"}]	[{"type":"physical unit","value":"251.33 g"}]	[{"type":"physical unit","value":"Mole [OF] Fe [=] \\pu{4.50 mol}"}]
aade56c6-6ddd-11ea-aeeb-ccda262736ce	https://socratic.org/questions/what-is-the-freezing-point-of-a-nonionizing-antifreeze-solution-containing-388g-	-28.42 ℃	start physical_unit 7 9 freezing_point_temperature °c qc_end physical_unit 15 15 11 12 mass qc_end physical_unit 20 20 17 18 mass qc_end end	[{"type":"physical unit","value":"Freezing point [OF] the nonionizing antifreeze solution [IN] ℃"}]	[{"type":"physical unit","value":"-28.42 ℃"}]	[{"type":"physical unit","value":"Mass [OF] C2H6O2 [=] \\pu{388 g}"},{"type":"physical unit","value":"Mass [OF] water [=] \\pu{409 g}"}]
ac9ccf2e-6ddd-11ea-927f-ccda262736ce	https://socratic.org/questions/what-is-the-temperature-of-0-59-mol-of-gas-at-a-pressure-of-1-5-atm-and-a-volume	399.68 K	start physical_unit 8 8 temperature k qc_end physical_unit 8 8 5 6 mole qc_end physical_unit 8 8 13 14 pressure qc_end physical_unit 8 8 19 20 volume qc_end end	[{"type":"physical unit","value":"Temperature [OF] the gas [IN] K"}]	[{"type":"physical unit","value":"399.68 K"}]	[{"type":"physical unit","value":"Mole [OF] the gas [=] \\pu{0.59 mol}"},{"type":"physical unit","value":"Pressure [OF] the gas [=] \\pu{1.5 atm}"},{"type":"physical unit","value":"Volume [OF] the gas [=] \\pu{12.9 L}"}]
ac28d118-6ddd-11ea-a188-ccda262736ce	https://socratic.org/questions/5817f2147c0149405b64cabd	200.00 mL	start physical_unit 4 4 volume ml qc_end physical_unit 4 4 1 2 volume qc_end physical_unit 4 4 6 7 pressure qc_end physical_unit 4 4 14 15 pressure qc_end end	[{"type":"physical unit","value":"Volume2 [OF] the gas [IN] mL"}]	[{"type":"physical unit","value":"200.00 mL"}]	[{"type":"physical unit","value":"Volume1 [OF] the gas [=] \\pu{300 mL}"},{"type":"physical unit","value":"Pressure1 [OF] the gas [=] \\pu{0.500 atm}"},{"type":"physical unit","value":"Pressure2 [OF] the gas [=] \\pu{0.750 atm}"}]
ab2f0674-6ddd-11ea-ac03-ccda262736ce	https://socratic.org/questions/what-is-the-empirical-formula-of-a-compound-containing-83-potassium-and-17-oxyge	K2O	start chemical_formula qc_end end	[{"type":"other","value":"Chemical Formula [OF] the compound [IN] empirical"}]	[{"type":"chemical equation","value":"K2O"}]	[{"type":"physical unit","value":"Percent [OF] potassium in the compound [=] \\pu{83%}"},{"type":"physical unit","value":"Percent [OF] oxygen in the compound [=] \\pu{17%}"}]
ad01d4a6-6ddd-11ea-829a-ccda262736ce	https://socratic.org/questions/how-many-moles-are-in-0-208g-of-mg	8.55 × 10^(-3) moles	start physical_unit 8 8 mole mol qc_end physical_unit 8 8 5 6 mass qc_end end	[{"type":"physical unit","value":"Mole [OF] Mg [IN] moles"}]	[{"type":"physical unit","value":"8.55 × 10^(-3) moles"}]	[{"type":"physical unit","value":"Mass [OF] Mg [=] \\pu{0.208 g}"}]
abd111f4-6ddd-11ea-8e3f-ccda262736ce	https://socratic.org/questions/the-ph-of-a-fruit-juice-is-3-2-what-is-the-hydrogen-ion-concentration-of-the-jui	6 × 10^(-4) M	start physical_unit 10 11 concentration mol/l qc_end physical_unit 3 4 6 6 ph qc_end end	[{"type":"physical unit","value":"Concentration [OF] hydrogen ion [IN] M"}]	[{"type":"physical unit","value":"6 × 10^(-4) M"}]	[{"type":"physical unit","value":"pH [OF] fruit juice [=] \\pu{3.2}"}]
abe652a2-6ddd-11ea-b59b-ccda262736ce	https://socratic.org/questions/how-many-moles-of-h-2so-4-are-required-to-completely-neutralize-0-10-moles-of-ca	0.10 moles	start physical_unit 4 4 mole mol qc_end c_other OTHER qc_end physical_unit 13 13 10 11 mole qc_end end	[{"type":"physical unit","value":"Mole [OF] H2SO4 [IN] moles"}]	[{"type":"physical unit","value":"0.10 moles"}]	[{"type":"other","value":"Completely neutralize."},{"type":"physical unit","value":"Mole [OF] Ca(OH)2 [=] \\pu{0.10 moles}"}]
ab069876-6ddd-11ea-8774-ccda262736ce	https://socratic.org/questions/what-is-k-a-of-zncl-2	1.94 × 10^(-8)	start physical_unit 4 4 ka none qc_end chemical_equation 4 4 qc_end end	[{"type":"physical unit","value":"Ka [OF] ZnCl2"}]	[{"type":"physical unit","value":"1.94 × 10^(-8)"}]	[{"type":"chemical equation","value":"ZnCl2"}]
ad0387c7-6ddd-11ea-877c-ccda262736ce	https://socratic.org/questions/what-is-the-formula-of-aluminum-carbonate	Al2(CO3)3	start chemical_formula qc_end substance 5 6 qc_end end	[{"type":"other","value":"Chemical Formula [OF] aluminum carbonate [IN] default"}]	[{"type":"chemical equation","value":"Al2(CO3)3"}]	[{"type":"substance name","value":"Aluminum carbonate"}]
ab0bef88-6ddd-11ea-a084-ccda262736ce	https://socratic.org/questions/59274df6b72cff4a62ca48d2	18.00 mL	start physical_unit 20 20 volume ml qc_end physical_unit 5 6 8 9 concentration qc_end physical_unit 16 16 14 15 concentration qc_end end	[{"type":"physical unit","value":"Volume [OF] acid [IN] mL"}]	[{"type":"physical unit","value":"18.00 mL"}]	[{"type":"physical unit","value":"Volume [OF] sodium hydroxide solution [=] \\pu{60 mL}"},{"type":"physical unit","value":"Concentration [OF] sodium hydroxide solution [=] \\pu{0.15 mol/L}"},{"type":"physical unit","value":"Concentration [OF] HCl(aq) solution [=] \\pu{0.500 mol/L}"}]
ab2805a2-6ddd-11ea-8495-ccda262736ce	https://socratic.org/questions/how-many-atoms-are-there-in-a-molecule-of-ammonium-sulfate	15	start physical_unit 2 2 number none qc_end end	[{"type":"physical unit","value":"Number [OF] atoms"}]	[{"type":"physical unit","value":"15"}]	[{"type":"physical unit","value":"Number [OF] ammonium sulfate molecule [=] \\pu{1}"}]
